finding_id,detected_type,regex_confidence,value_length,entropy,entropy_level,has_live_prefix,has_test_prefix,looks_like_placeholder,file_role,environment_hint,is_prod_path,is_test_path,is_docs_path,is_config_file,variable_intent,has_secret_variable_name,has_example_language,has_placeholder_language,has_test_language,storage_exposure,asset_criticality,customer_vertical,structurally_valid,luhn_valid,is_known_test_value,is_public_by_design,label,is_true_secret
evenup_finding_0311,credit_card,high,16,3.25,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0312,phi,high,10,2.45,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0313,phi,high,12,3.02,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0314,credit_card,high,16,2.91,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0315,phi,high,10,2.72,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0316,phi,high,12,3.19,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0317,credit_card,high,16,2.91,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0318,phi,high,10,2.45,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0319,phi,high,12,3.19,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0320,credit_card,high,16,2.95,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0321,pii,high,11,3.10,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0322,pii,high,10,2.92,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0323,financial,high,9,2.50,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0324,pii,high,11,2.91,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0325,pii,high,10,2.92,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0326,financial,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0327,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0328,pii,high,10,2.92,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0329,financial,high,9,2.50,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0330,pii,high,11,2.48,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0331,pii,high,10,2.65,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0332,financial,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0333,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0334,pii,high,10,2.92,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0335,financial,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0336,pii,high,11,2.37,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0337,pii,high,10,2.45,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0338,financial,high,9,2.06,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0339,pii,high,11,3.10,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0340,pii,high,6,1.79,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0341,pii,high,11,2.48,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0342,pii,high,6,1.79,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0343,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0344,pii,high,6,1.25,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0345,pii,low,16,3.00,medium,0,0,0,config,unknown,0,0,0,0,unknown,0,0,0,0,internal,low,fintech-legal-hybrid,1,1,0,0,false_positive,0
